,r,t,fc
0,0.1000,2685.0,0.02
0,0.1000,2686.0,0.02
0,0.1000,2687.0,0.02
0,0.1000,2688.0,0.02
0,0.1000,2689.0,0.02
0,0.1000,2690.0,0.02
0,0.1000,2691.0,0.02
0,0.1000,2692.0,0.02
0,0.1000,2693.0,0.02
0,0.1000,2694.0,0.02
0,0.1000,2695.0,0.02
0,0.1000,2696.0,0.02
0,0.1000,2697.0,0.02
0,0.1000,2698.0,0.02
0,0.1000,2699.0,0.02
0,0.1000,2700.0,0.02
0,0.1000,2701.0,0.02
0,0.1000,2702.0,0.02
0,0.1000,2703.0,0.02
0,0.1000,2704.0,0.02
0,0.1000,2705.0,0.02
0,0.1000,2706.0,0.02
0,0.1000,2707.0,0.02
0,0.1000,2708.0,0.02
0,0.1000,2709.0,0.02
0,0.1000,2710.0,0.02
0,0.1000,2711.0,0.02
0,0.1000,2712.0,0.02
0,0.1000,2713.0,0.02
0,0.1000,2714.0,0.02
0,0.1000,2715.0,0.02
0,0.1000,2716.0,0.02
0,0.1000,2717.0,0.02
0,0.1000,2718.0,0.03
0,0.1000,2719.0,0.03
0,0.1000,2720.0,0.03
0,0.1000,2721.0,0.03
0,0.1000,2722.0,0.03
0,0.1000,2723.0,0.03
0,0.1000,2724.0,0.04
0,0.1000,2725.0,0.04
0,0.1000,2726.0,0.04
0,0.1000,2727.0,0.04
0,0.1000,2728.0,0.04
0,0.1000,2729.0,0.04
0,0.1000,2730.0,0.04
0,0.1000,2731.0,0.04
0,0.1000,2732.0,0.04
0,0.1000,2733.0,0.05
0,0.1000,2734.0,0.05
0,0.1000,2735.0,0.05
0,0.1000,2736.0,0.05
0,0.1000,2737.0,0.05
0,0.1000,2738.0,0.05
0,0.1000,2739.0,0.05
0,0.1000,2740.0,0.04
0,0.1000,2741.0,0.04
0,0.1000,2742.0,0.04
0,0.1000,2743.0,0.04
0,0.1000,2744.0,0.04
0,0.1000,2745.0,0.04
0,0.1000,2746.0,0.04
0,0.1000,2747.0,0.04
0,0.1000,2748.0,0.04
0,0.1000,2749.0,0.04
0,0.1000,2750.0,0.04
0,0.1000,2751.0,0.04
0,0.1000,2752.0,0.04
0,0.1000,2753.0,0.04
0,0.1000,2754.0,0.04
0,0.1000,2755.0,0.04
0,0.1000,2756.0,0.04
0,0.1000,2757.0,0.04
0,0.1000,2758.0,0.04
0,0.1000,2759.0,0.04
0,0.1000,2760.0,0.04
0,0.1000,2761.0,0.04
0,0.1000,2762.0,0.04
0,0.1000,2763.0,0.04
0,0.1000,2764.0,0.04
0,0.1000,2765.0,0.04
0,0.1000,2766.0,0.04
0,0.1000,2767.0,0.04
0,0.1000,2768.0,0.04
0,0.1000,2769.0,0.04
0,0.1000,2770.0,0.04
0,0.1000,2771.0,0.04
0,0.1000,2772.0,0.04
0,0.1000,2773.0,0.03
0,0.1000,2774.0,0.03
0,0.1000,2775.0,0.03
0,0.1000,2776.0,0.03
0,0.1000,2777.0,0.03
0,0.1000,2778.0,0.03
0,0.1000,2779.0,0.03
0,0.1000,2780.0,0.03
0,0.1000,2781.0,0.03
0,0.1000,2782.0,0.03
0,0.1000,2783.0,0.03
0,0.1000,2784.0,0.03
0,0.1000,2785.0,0.03
0,0.1000,2786.0,0.03
0,0.1000,2787.0,0.03
0,0.1000,2788.0,0.03
0,0.1000,2789.0,0.03
0,0.1000,2790.0,0.03
0,0.1000,2791.0,0.03
0,0.1000,2792.0,0.03
0,0.1000,2793.0,0.03
0,0.1000,2794.0,0.03
0,0.1000,2795.0,0.03
0,0.1000,2796.0,0.03
0,0.1000,2797.0,0.03
0,0.1000,2798.0,0.03
0,0.1000,2799.0,0.02
0,0.1000,2800.0,0.02
0,0.1000,2801.0,0.02
0,0.1000,2802.0,0.02
0,0.1000,2803.0,0.02
0,0.1000,2804.0,0.02
0,0.1000,2805.0,0.02
0,0.1000,2806.0,0.02
0,0.1000,2807.0,0.02
0,0.1000,2808.0,0.02
0,0.1000,2809.0,0.02
0,0.1000,2810.0,0.02
0,0.1000,2811.0,0.02
0,0.1000,2812.0,0.02
0,0.1000,2813.0,0.03
0,0.1000,2814.0,0.03
0,0.1000,2815.0,0.03
0,0.1000,2816.0,0.03
0,0.1000,2817.0,0.03
0,0.1000,2818.0,0.03
0,0.1000,2819.0,0.03
0,0.1000,2820.0,0.03
0,0.1000,2821.0,0.03
0,0.1000,2822.0,0.03
0,0.1000,2823.0,0.03
0,0.1000,2824.0,0.03
0,0.1000,2825.0,0.03
0,0.1000,2826.0,0.03
0,0.1000,2827.0,0.03
0,0.1000,2828.0,0.03
0,0.1000,2829.0,0.03
0,0.1000,2830.0,0.03
0,0.1000,2831.0,0.03
0,0.1000,2832.0,0.03
0,0.1000,2833.0,0.03
0,0.1000,2834.0,0.03
0,0.1000,2835.0,0.03
0,0.1000,2836.0,0.03
0,0.1000,2837.0,0.02
0,0.1000,2838.0,0.02
0,0.1000,2839.0,0.02
0,0.1000,2840.0,0.02
0,0.1000,2841.0,0.02
0,0.1000,2842.0,0.02
0,0.1000,2843.0,0.02
0,0.1000,2844.0,0.02
0,0.1000,2845.0,0.02
0,0.1000,2846.0,0.02
0,0.1000,2847.0,0.02
0,0.1000,2848.0,0.02
0,0.1000,2849.0,0.02
0,0.1000,2850.0,0.02
0,0.1000,2851.0,0.02
0,0.1000,2852.0,0.02
0,0.1000,2853.0,0.02
0,0.1000,2854.0,0.02
0,0.1000,2855.0,0.02
0,0.1000,2856.0,0.02
0,0.1000,2857.0,0.02
0,0.1000,2858.0,0.02
0,0.1000,2859.0,0.02
0,0.1000,2860.0,0.02
0,0.1000,2861.0,0.02
0,0.1000,2862.0,0.02
0,0.1000,2863.0,0.02
0,0.1000,2864.0,0.02
0,0.1000,2865.0,0.02
0,0.1000,2866.0,0.02
0,0.1000,2867.0,0.02
0,0.1000,2868.0,0.02
0,0.1000,2869.0,0.02
0,0.1000,2870.0,0.02
0,0.1000,2871.0,0.02
0,0.1000,2872.0,0.02
0,0.1000,2873.0,0.02
0,0.1000,2874.0,0.02
0,0.1000,2875.0,0.02
0,0.1000,2876.0,0.02
0,0.1000,2877.0,0.02
0,0.1000,2878.0,0.02
0,0.1000,2879.0,0.01
0,0.1000,2880.0,0.01
0,0.1000,2881.0,0.01
0,0.1000,2882.0,0.01
0,0.1000,2883.0,0.01
0,0.1000,2884.0,0.01
0,0.1000,2885.0,0.01
0,0.1000,2886.0,0.01
0,0.1000,2887.0,0.01
0,0.1000,2888.0,0.01
0,0.1000,2889.0,0.01
0,0.1000,2890.0,0.01
0,0.1000,2891.0,0.01
0,0.1000,2892.0,0.01
0,0.1000,2893.0,0.02
0,0.1000,2894.0,0.02
0,0.1000,2895.0,0.02
0,0.1000,2896.0,0.02
0,0.1000,2897.0,0.02
0,0.1000,2898.0,0.02
0,0.1000,2899.0,0.03
0,0.1000,2900.0,0.03
0,0.1000,2901.0,0.03
0,0.1000,2902.0,0.03
0,0.1000,2903.0,0.03
0,0.1000,2904.0,0.03
0,0.1000,2905.0,0.03
0,0.1000,2906.0,0.03
0,0.1000,2907.0,0.03
0,0.1000,2908.0,0.04
0,0.1000,2909.0,0.04
0,0.1000,2910.0,0.04
0,0.1000,2911.0,0.04
0,0.1000,2912.0,0.04
0,0.1000,2913.0,0.04
0,0.1000,2914.0,0.04
0,0.1000,2915.0,0.04
0,0.1000,2916.0,0.04
0,0.1000,2917.0,0.04
0,0.1000,2918.0,0.04
0,0.1000,2919.0,0.04
0,0.1000,2920.0,0.04
0,0.1000,2921.0,0.04
0,0.1000,2922.0,0.04
0,0.1000,2923.0,0.04
0,0.1000,2924.0,0.04
0,0.1000,2925.0,0.04
0,0.1000,2926.0,0.04
0,0.1000,2927.0,0.04
0,0.1000,2928.0,0.04
0,0.1000,2929.0,0.04
0,0.1000,2930.0,0.04
0,0.1000,2931.0,0.04
0,0.1000,2932.0,0.04
0,0.1000,2933.0,0.04
0,0.1000,2934.0,0.04
0,0.1000,2935.0,0.04
0,0.1000,2936.0,0.04
0,0.1000,2937.0,0.04
0,0.1000,2938.0,0.04
0,0.1000,2939.0,0.03
0,0.1000,2940.0,0.03
0,0.1000,2941.0,0.03
0,0.1000,2942.0,0.03
0,0.1000,2943.0,0.03
0,0.1000,2944.0,0.03
0,0.1000,2945.0,0.03
0,0.1000,2946.0,0.03
0,0.1000,2947.0,0.03
0,0.1000,2948.0,0.03
0,0.1000,2949.0,0.03
0,0.1000,2950.0,0.03
0,0.1000,2951.0,0.03
0,0.1000,2952.0,0.03
0,0.1000,2953.0,0.03
0,0.1000,2954.0,0.03
0,0.1000,2955.0,0.03
0,0.1000,2956.0,0.03
0,0.1000,2957.0,0.03
0,0.1000,2958.0,0.03
0,0.1000,2959.0,0.03
0,0.1000,2960.0,0.03
0,0.1000,2961.0,0.03
0,0.1000,2962.0,0.03
0,0.1000,2963.0,0.03
0,0.1000,2964.0,0.03
0,0.1000,2965.0,0.03
0,0.1000,2966.0,0.03
0,0.1000,2967.0,0.03
0,0.1000,2968.0,0.03
0,0.1000,2969.0,0.03
0,0.1000,2970.0,0.03
0,0.1000,2971.0,0.03
0,0.1000,2972.0,0.03
0,0.1000,2973.0,0.03
0,0.1000,2974.0,0.03
0,0.1000,2975.0,0.03
0,0.1000,2976.0,0.03
0,0.1000,2977.0,0.03
0,0.1000,2978.0,0.03
0,0.1000,2979.0,0.02
0,0.1000,2980.0,0.01
0,0.1000,2981.0,0.01
0,0.1000,2982.0,0.01
0,0.1000,2983.0,0.01
0,0.1000,2984.0,0.01
0,0.1000,2985.0,0.01
0,0.1000,2986.0,0.01
0,0.1000,2987.0,0.01
0,0.1000,2988.0,0.01
0,0.1000,2989.0,0.01
0,0.1000,2990.0,0.01
0,0.1000,2991.0,0.01
0,0.1000,2992.0,0.01
0,0.1000,2993.0,0.01
0,0.1000,2994.0,0.01
0,0.1000,2995.0,0.01
0,0.1000,2996.0,0.01
0,0.1000,2997.0,0.01
0,0.1000,2998.0,0.01
0,0.1000,2999.0,0.01
0,0.1000,3000.0,0.01
0,0.1000,3001.0,0.0
